Data/Hora, Temperatura Externa, Temperatura Interna, Temperatura Referencia, Sinal de Controle
2021-09-06 21:27:44, 30.229, 69.875, 67.000, -100%
2021-09-06 21:27:46, 30.242, 69.438, 67.000, -100%
2021-09-06 21:27:48, 30.255, 69.438, 67.000, -100%
2021-09-06 21:27:50, 30.267, 69.125, 67.000, -100%
2021-09-06 21:27:52, 30.277, 68.812, 67.000, 0%
2021-09-06 21:27:54, 30.288, 68.812, 67.000, 0%
2021-09-06 21:27:56, 30.298, 68.500, 67.000, 0%
2021-09-06 21:27:58, 30.307, 68.375, 67.000, 0%
2021-09-06 21:28:00, 30.315, 68.375, 67.000, 0%
2021-09-06 21:28:02, 30.321, 68.500, 67.000, 0%
2021-09-06 21:28:04, 30.324, 68.750, 67.000, 0%
2021-09-06 21:28:06, 30.328, 68.750, 67.000, 0%
2021-09-06 21:28:08, 30.331, 68.875, 67.000, 0%
2021-09-06 21:28:10, 30.334, 69.062, 67.000, -100%
2021-09-06 21:28:12, 30.336, 69.062, 67.000, -100%
2021-09-06 21:28:14, 30.337, 69.125, 67.000, -100%
2021-09-06 21:28:16, 30.337, 69.000, 67.000, 0%
2021-09-06 21:28:18, 30.338, 69.000, 67.000, 0%
2021-09-06 21:28:20, 30.340, 68.625, 67.000, 0%
2021-09-06 21:28:22, 30.341, 68.250, 67.000, 0%
2021-09-06 21:28:24, 30.342, 68.250, 67.000, 0%
2021-09-06 21:28:26, 30.342, 68.250, 67.000, 0%
2021-09-06 21:28:28, 30.342, 68.188, 67.000, 0%
2021-09-06 21:28:30, 30.341, 68.188, 67.000, 0%
2021-09-06 21:28:32, 30.341, 68.250, 67.000, 0%
2021-09-06 21:28:34, 30.340, 68.250, 67.000, 0%
2021-09-06 21:28:36, 30.340, 68.250, 67.000, 0%
2021-09-06 21:28:38, 30.340, 68.250, 67.000, 0%
2021-09-06 21:28:40, 30.339, 68.250, 67.000, 0%
2021-09-06 21:28:42, 30.338, 68.250, 67.000, 0%
2021-09-06 21:28:44, 30.337, 68.188, 67.000, 0%
2021-09-06 21:28:46, 30.336, 68.188, 67.000, 0%
2021-09-06 21:28:48, 30.335, 68.188, 67.000, 0%
2021-09-06 21:28:50, 30.334, 68.188, 67.000, 0%
2021-09-06 21:28:52, 30.333, 68.125, 67.000, 0%
2021-09-06 21:28:54, 30.332, 68.125, 67.000, 0%
2021-09-06 21:28:56, 30.331, 68.062, 67.000, 0%
2021-09-06 21:28:58, 30.329, 67.938, 67.000, 0%
2021-09-06 21:29:00, 30.327, 67.938, 67.000, 0%
2021-09-06 21:29:02, 30.324, 67.875, 67.000, 0%
2021-09-06 21:29:04, 30.320, 67.812, 67.000, 0%
2021-09-06 21:29:06, 30.317, 67.812, 67.000, 0%
2021-09-06 21:29:08, 30.314, 67.750, 67.000, 0%
2021-09-06 21:29:10, 30.309, 67.688, 67.000, 0%
