Data/Hora, Temperatura Externa, Temperatura Interna, Temperatura Referencia, Sinal de Controle
2021-09-07 16:58:43, 32.760, 71.312, 66.000, -100%
2021-09-07 16:58:45, 32.765, 70.875, 66.000, -100%
2021-09-07 16:58:47, 32.770, 70.438, 66.000, -100%
2021-09-07 16:58:49, 32.773, 70.062, 66.000, -100%
2021-09-07 16:58:51, 32.778, 69.625, 66.000, -100%
2021-09-07 16:58:53, 32.784, 69.625, 66.000, -100%
2021-09-07 16:58:55, 32.789, 69.188, 66.000, -100%
2021-09-07 16:58:57, 32.794, 68.750, 66.000, -100%
2021-09-07 16:58:59, 32.798, 68.375, 66.000, -100%
2021-09-07 16:59:01, 32.802, 68.375, 66.000, -100%
2021-09-07 16:59:03, 32.805, 67.938, 66.000, -100%
2021-09-07 16:59:05, 32.808, 67.500, 66.000, -100%
2021-09-07 16:59:07, 32.812, 67.000, 66.000, -100%
2021-09-07 16:59:09, 32.814, 66.562, 66.000, -100%
2021-09-07 16:59:11, 32.817, 66.562, 66.000, -100%
2021-09-07 16:59:13, 32.819, 66.188, 66.000, -100%
2021-09-07 16:59:15, 32.822, 65.750, 66.000, -100%
2021-09-07 16:59:17, 32.824, 65.312, 66.000, -98%
2021-09-07 16:59:19, 32.826, 65.312, 66.000, -94%
2021-09-07 16:59:21, 32.828, 65.000, 66.000, -93%
2021-09-07 16:59:23, 32.829, 64.750, 66.000, -89%
2021-09-07 16:59:25, 32.831, 64.500, 66.000, -86%
2021-09-07 16:59:27, 32.833, 64.250, 66.000, -81%
2021-09-07 16:59:29, 32.834, 64.250, 66.000, -77%
2021-09-07 16:59:31, 32.836, 64.000, 66.000, -73%
2021-09-07 16:59:33, 32.838, 63.750, 66.000, -68%
2021-09-07 16:59:35, 32.840, 63.500, 66.000, -62%
2021-09-07 16:59:37, 32.841, 63.500, 66.000, -56%
2021-09-07 16:59:39, 32.843, 63.250, 66.000, -51%
2021-09-07 16:59:41, 32.844, 63.000, 66.000, -44%
2021-09-07 16:59:43, 32.846, 62.750, 66.000, -37%
2021-09-07 16:59:45, 32.847, 62.688, 66.000, -29%
2021-09-07 16:59:47, 32.848, 62.688, 66.000, -22%
2021-09-07 16:59:49, 32.848, 62.688, 66.000, -15%
2021-09-07 16:59:51, 32.847, 62.688, 66.000, -9%
2021-09-07 16:59:53, 32.845, 62.688, 66.000, -2%
2021-09-07 16:59:55, 32.842, 62.688, 66.000, 3%
2021-09-07 16:59:57, 32.839, 62.750, 66.000, 10%
2021-09-07 16:59:59, 32.835, 62.750, 66.000, 16%
2021-09-07 17:00:01, 32.831, 62.750, 66.000, 23%
2021-09-07 17:00:03, 32.826, 62.812, 66.000, 29%
2021-09-07 17:00:05, 32.822, 62.812, 66.000, 35%
2021-09-07 17:00:07, 32.818, 62.812, 66.000, 42%
2021-09-07 17:00:09, 32.815, 62.875, 66.000, 48%
2021-09-07 17:00:11, 32.812, 62.938, 66.000, 54%
2021-09-07 17:00:13, 32.809, 62.938, 66.000, 60%
2021-09-07 17:00:15, 32.807, 63.000, 66.000, 66%
2021-09-07 17:00:17, 32.804, 63.125, 66.000, 72%
2021-09-07 17:00:19, 32.801, 63.250, 66.000, 77%
2021-09-07 17:00:21, 32.797, 63.375, 66.000, 82%
2021-09-07 17:00:23, 32.794, 63.375, 66.000, 86%
2021-09-07 17:00:25, 32.792, 63.625, 66.000, 92%
2021-09-07 17:00:27, 32.791, 63.875, 66.000, 95%
2021-09-07 17:00:29, 32.790, 64.188, 66.000, 98%
2021-09-07 17:00:31, 32.791, 64.188, 66.000, 100%
2021-09-07 17:00:33, 32.791, 64.500, 66.000, 100%
2021-09-07 17:00:35, 32.791, 64.875, 66.000, 100%
2021-09-07 17:00:37, 32.791, 65.250, 66.000, 100%
2021-09-07 17:00:39, 32.790, 65.688, 66.000, 100%
2021-09-07 17:00:41, 32.790, 65.688, 66.000, 100%
2021-09-07 17:00:43, 32.788, 66.188, 66.000, 100%
2021-09-07 17:00:45, 32.786, 66.688, 66.000, 98%
2021-09-07 17:00:47, 32.784, 67.250, 66.000, 94%
2021-09-07 17:00:49, 32.781, 67.250, 66.000, 89%
2021-09-07 17:00:51, 32.779, 67.750, 66.000, 87%
2021-09-07 17:00:53, 32.776, 68.312, 66.000, 81%
2021-09-07 17:00:55, 32.773, 68.938, 66.000, 73%
2021-09-07 17:00:57, 32.772, 69.500, 66.000, 64%
2021-09-07 17:00:59, 32.769, 69.500, 66.000, 54%
2021-09-07 17:01:01, 32.766, 70.125, 66.000, 47%
2021-09-07 17:01:03, 32.764, 70.688, 66.000, 36%
2021-09-07 17:01:05, 32.762, 71.250, 66.000, 24%
2021-09-07 17:01:07, 32.761, 71.250, 66.000, 10%
2021-09-07 17:01:09, 32.760, 71.812, 66.000, 0%
2021-09-07 17:01:11, 32.759, 72.312, 66.000, -14%
2021-09-07 17:01:13, 32.758, 72.812, 66.000, -29%
2021-09-07 17:01:15, 32.759, 73.250, 66.000, -45%
2021-09-07 17:01:17, 32.759, 73.250, 66.000, -62%
2021-09-07 17:01:19, 32.759, 73.625, 66.000, -76%
2021-09-07 17:01:21, 32.759, 73.750, 66.000, -93%
2021-09-07 17:01:23, 32.759, 73.750, 66.000, -100%
2021-09-07 17:01:25, 32.760, 73.750, 66.000, -100%
2021-09-07 17:01:27, 32.762, 73.562, 66.000, -100%
2021-09-07 17:01:29, 32.765, 73.312, 66.000, -100%
2021-09-07 17:01:31, 32.768, 73.000, 66.000, -100%
2021-09-07 17:01:33, 32.772, 72.688, 66.000, -100%
2021-09-07 17:01:35, 32.776, 72.688, 66.000, -100%
2021-09-07 17:01:37, 32.781, 72.312, 66.000, -100%
2021-09-07 17:01:39, 32.785, 71.938, 66.000, -100%
2021-09-07 17:01:41, 32.788, 71.625, 66.000, -100%
2021-09-07 17:01:43, 32.793, 71.625, 66.000, -100%
2021-09-07 17:01:45, 32.797, 71.188, 54.000, -100%
2021-09-07 17:01:47, 32.802, 70.812, 54.000, -100%
2021-09-07 17:01:49, 32.806, 70.312, 54.000, -100%
2021-09-07 17:01:51, 32.811, 69.938, 54.000, -100%
2021-09-07 17:01:53, 32.816, 69.938, 54.000, -100%
2021-09-07 17:01:55, 32.821, 69.500, 54.000, -100%
2021-09-07 17:01:57, 32.826, 69.062, 54.000, -100%
2021-09-07 17:01:59, 32.830, 68.625, 54.000, -100%
2021-09-07 17:02:01, 32.833, 68.625, 54.000, -100%
2021-09-07 17:02:03, 32.836, 68.188, 54.000, -100%
2021-09-07 17:02:05, 32.839, 67.750, 54.000, -100%
2021-09-07 17:02:07, 32.842, 67.250, 54.000, -100%
2021-09-07 17:02:09, 32.846, 66.812, 54.000, -100%
2021-09-07 17:02:11, 32.850, 66.812, 54.000, -100%
2021-09-07 17:02:13, 32.854, 66.375, 54.000, -100%
2021-09-07 17:02:15, 32.857, 65.938, 54.000, -100%
2021-09-07 17:02:17, 32.861, 65.500, 54.000, -100%
2021-09-07 17:02:19, 32.865, 65.500, 54.000, -100%
2021-09-07 17:02:21, 32.869, 65.062, 54.000, -100%
2021-09-07 17:02:23, 32.874, 64.625, 54.000, -100%
2021-09-07 17:02:25, 32.875, 64.188, 54.000, -100%
2021-09-07 17:02:27, 32.879, 63.750, 54.000, -100%
2021-09-07 17:02:29, 32.883, 63.750, 54.000, -100%
2021-09-07 17:02:31, 32.886, 63.312, 54.000, -100%
2021-09-07 17:02:33, 32.889, 62.875, 54.000, -100%
2021-09-07 17:02:35, 32.892, 62.438, 54.000, -100%
2021-09-07 17:02:37, 32.894, 62.438, 54.000, -100%
2021-09-07 17:02:39, 32.897, 62.062, 54.000, -100%
2021-09-07 17:02:41, 32.899, 61.625, 54.000, -100%
2021-09-07 17:02:43, 32.901, 61.188, 54.000, -100%
2021-09-07 17:02:45, 32.901, 60.812, 54.000, -100%
2021-09-07 17:02:47, 32.902, 60.812, 54.000, -100%
2021-09-07 17:02:49, 32.903, 60.438, 54.000, -100%
2021-09-07 17:02:51, 32.905, 60.000, 54.000, -100%
2021-09-07 17:02:53, 32.906, 59.625, 54.000, -100%
2021-09-07 17:02:55, 32.907, 59.625, 54.000, -100%
2021-09-07 17:02:57, 32.908, 59.188, 54.000, -100%
2021-09-07 17:02:59, 32.908, 58.750, 54.000, -100%
2021-09-07 17:03:01, 32.909, 58.438, 54.000, -100%
2021-09-07 17:03:03, 32.910, 58.062, 54.000, -100%
2021-09-07 17:03:05, 32.911, 58.062, 54.000, -100%
2021-09-07 17:03:07, 32.912, 57.688, 54.000, -100%
2021-09-07 17:03:09, 32.913, 57.312, 54.000, -100%
2021-09-07 17:03:11, 32.914, 57.000, 54.000, -100%
2021-09-07 17:03:13, 32.915, 57.000, 54.000, -100%
2021-09-07 17:03:15, 32.917, 56.625, 54.000, -100%
2021-09-07 17:03:17, 32.920, 56.250, 54.000, -100%
2021-09-07 17:03:19, 32.922, 55.938, 54.000, -100%
2021-09-07 17:03:21, 32.925, 55.625, 54.000, -100%
2021-09-07 17:03:23, 32.926, 55.625, 54.000, -100%
2021-09-07 17:03:25, 32.928, 55.250, 54.000, -100%
